,date,as_asm,as_rpm,as_flight,as_eff,as_pass,g4_asm,g4_rpm,g4_flight,g4_eff,g4_pass,aa_asm,aa_rpm,aa_flight,aa_eff,aa_pass,dl_asm,dl_rpm,dl_flight,dl_eff,dl_pass,mq_asm,mq_rpm,mq_flight,mq_eff,mq_pass,ev_asm,ev_rpm,ev_flight,ev_eff,ev_pass,f9_asm,f9_rpm,f9_flight,f9_eff,f9_pass,ha_asm,ha_rpm,ha_flight,ha_eff,ha_pass,b6_asm,b6_rpm,b6_flight,b6_eff,b6_pass,oo_asm,oo_rpm,oo_flight,oo_eff,oo_pass,wn_asm,wn_rpm,wn_flight,wn_eff,wn_pass,nk_asm,nk_rpm,nk_flight,nk_eff,nk_pass,ua_asm,ua_rpm,ua_flight,ua_eff,ua_pass
91,2010-08,2114715,1822069,12843,86.16,115.49957175114848,524604,471430,3868,89.86,133.83660806618408,7867888,6775813,46122,86.12,124.8192185941633,9962407,8745773,65066,87.79,127.40248363200443,900401,666126,37165,73.98,35.486640656531684,621850,491125,28900,78.98,42.30543252595156,970291,861475,7366,88.79,118.6475699158295,860986,761837,6398,88.48,120.62519537355423,2628750,2276398,17651,86.6,112.56863633788454,1330797,1080522,52617,81.19,39.19457589752361,8651296,7121888,97392,82.32,97.5857462625267,594040,511843,4089,86.16,127.79505991685008,5985876,5317550,30444,88.83,132.40188542898437
92,2010-09,1864755,1521578,11521,81.6,107.51662182102248,358353,329674,2657,92.0,136.43921716221303,7365414,5887556,43268,79.94,118.34129148562448,9081910,7381933,61372,81.28,119.36358600013035,872591,639515,35966,73.29,35.63434910749041,591064,455955,26500,77.14,42.213018867924525,890737,733646,6848,82.36,108.70721378504673,725517,626683,5527,86.38,116.18690066944093,2347516,1900649,15716,80.96,104.34328073301094,1205894,958081,48294,79.45,38.7448958462749,8084158,6064743,91143,75.02,91.17344173441734,561839,436950,3821,77.77,115.52604030358545,5276893,4445195,27980,84.24,125.04374553252323
93,2010-10,1904168,1552895,11623,81.55,106.01608878946915,390382,351768,2870,90.11,134.52996515679442,7536224,6402442,44396,84.96,126.62875033786828,9324201,7878388,63029,84.49,126.74337209855781,914704,707081,37274,77.3,37.688925256210766,626551,506141,27797,80.78,44.10001079253157,866669,737594,6696,85.11,114.7202807646356,745490,657005,5583,88.13,122.3446175891098,2455603,2039355,16483,83.05,108.20366438148395,1231644,990042,49074,80.38,39.29392346252598,8390686,6851571,94483,81.66,99.05263380713991,603819,519038,4073,85.96,127.0589246255831,5544207,4797862,29057,86.54,129.19885053515503
94,2010-11,1817432,1525845,11050,83.96,109.11429864253394,423092,381230,3094,90.11,134.69974143503555,7330311,6002024,43094,81.88,122.3226203183738,8697615,7122134,59859,81.89,122.56048380360514,876883,656424,35480,74.86,36.44768883878241,593454,463563,26770,78.11,42.56133731789316,814513,665389,6318,81.69,110.04131054131054,718054,620961,5468,86.48,119.95354791514265,2459892,2001933,16718,81.38,106.2636679028592,1204172,960012,47016,79.72,38.95218648970563,8128186,6507372,91159,80.06,97.17998222885288,590204,507818,3963,86.04,127.10825132475398,5234863,4360023,27263,83.29,124.6114147379232
95,2010-12,1886451,1613829,11465,85.55,111.07701700828609,509966,456482,3687,89.51,133.69134797938705,7598516,6159400,44697,81.06,120.48822068595207,8776189,7105218,58350,80.96,121.63278491859468,873358,646316,34696,74.0,35.92595688263777,594626,459219,26834,77.23,41.86904673175822,831540,672264,6410,80.85,108.09703588143526,803285,685968,5688,85.4,121.23839662447257,2456855,2034829,16654,82.82,107.39143749249429,1237886,972195,48295,78.54,38.37388963660835,8271141,6648476,92495,80.38,96.72241742796908,583850,490895,3924,84.08,121.18144750254842,5292675,4376408,27172,82.69,122.40545414397174
96,2011-01,1871075,1494244,11400,79.86,101.48552631578947,454640,417224,3303,91.77,136.1008174386921,7600197,5751180,44782,75.67,111.29683801527399,8497429,6529950,55852,76.85,113.76136933323784,894694,591362,35242,66.1,32.36374212587254,551476,394559,24909,71.55,38.753703480669635,800333,612728,6217,76.56,100.59192536593213,767523,638384,5589,83.17,117.76471640722849,2349490,1885791,16244,80.26,102.61696626446688,1220684,894975,48097,73.32,35.68232945921783,8194821,6226692,92018,75.98,90.2792823143298,578891,487799,3840,84.26,122.66640625,4942003,3974575,25702,80.42,117.20403081472259
97,2011-02,1719940,1402431,10355,81.54,106.01767262192178,417060,388008,2995,93.03,138.30450751252087,6734620,5214520,39189,77.43,115.55283370333512,7914879,6257665,52259,79.06,118.46728793126543,753514,526649,29634,69.89,34.31565094148613,521474,385493,23940,73.92,39.88216374269006,746336,576533,5758,77.25,102.96839180270928,678388,584829,5101,86.21,123.76867280925309,2205895,1784901,15259,80.92,104.645258535946,1090000,828167,42985,75.98,37.3021286495289,7329754,5637059,82477,76.91,92.17424251609539,544171,453270,3585,83.3,121.90404463040446,4512970,3694058,23216,81.85,121.02537043418332
98,2011-03,1971951,1725990,11878,87.53,114.34963798619296,591237,553842,4151,93.68,139.8301614068899,7848905,6464134,46034,82.36,123.22459486466525,9462832,8062924,62311,85.21,129.01028710821524,938863,689869,37103,73.48,35.845349432660434,634933,503753,28814,79.34,42.912264871243146,884781,755524,6777,85.39,114.75047956322857,751507,659369,5674,87.74,123.07366936905181,2665496,2248609,18466,84.36,109.67182930791725,1308843,1029807,49672,78.68,38.715775487196005,8983040,7333522,99328,81.64,97.55098260309278,691166,597825,4535,86.5,128.3157662624035,5378343,4590165,27359,85.35,126.08903834204466
99,2011-04,1932680,1634701,11703,84.58,110.38195334529608,494830,452036,3567,91.35,136.8174936921783,7489196,6253454,44236,83.5,123.05219730536214,8861208,7525821,60131,84.93,128.18953617934176,911263,680866,35844,74.72,36.71194621136034,601041,483544,26364,80.45,43.53565468062509,842180,717239,6401,85.16,114.81893454147789,721229,625229,5547,86.69,116.28537948440598,2640563,2119104,18106,80.25,105.00276151551972,1226478,954215,47087,77.8,38.24775415719838,8830705,7040746,96683,79.73,95.4012391009795,691108,585492,4533,84.72,126.8127068166777,5044589,4348383,25052,86.2,128.9318218106339
100,2011-05,1981667,1672044,12136,84.38,110.14996704021094,419138,386310,3154,92.17,137.39029803424222,7476771,6450198,43937,86.27,127.92730500489337,9165787,7939830,62865,86.62,130.61826135369444,937946,740682,36751,78.97,38.87075181627711,617197,510207,27778,82.67,44.996508027935775,952646,847799,7249,88.99,121.60491102220996,780685,683252,5755,87.52,121.30495221546481,2653693,2197100,17901,82.79,107.4733255125412,1283759,1044063,48375,81.33,39.95603100775194,8967697,7376736,99288,82.26,97.76109902505841,691152,594413,4882,86.0,126.66980745596067,5095952,4476890,25809,87.85,131.06280754775466
101,2011-06,2132425,1817401,12836,85.23,112.7753973200374,522494,482679,3905,92.38,138.48117797695264,7591389,6672824,44959,87.9,130.3333036766832,9544650,8391822,63783,87.92,132.8913660379725,942201,762481,36713,80.93,39.75888649797075,653075,545599,28182,83.54,45.47736143637783,1002132,909759,7604,90.78,126.21975276170437,779344,671909,5756,86.21,120.90792216817235,2750487,2283178,18205,83.01,107.20928316396595,1346297,1115749,50397,82.88,40.50628013572236,9213327,7693494,100180,83.5,99.0677979636654,664024,578835,4712,87.17,128.8688455008489,5527025,4970369,27382,89.93,133.81341757358848
102,2011-07,2204353,1942594,13304,88.13,116.2913409500902,618243,576687,4552,93.28,140.5511862917399,7852845,6962544,46435,88.66,130.86949499300096,10084368,9028945,66539,89.53,134.88450382482455,980762,777578,37934,79.28,39.01932303474456,707042,587946,29516,83.16,44.91584225504811,1034257,964862,7857,93.29,130.39798905434645,799900,692672,6019,86.59,123.96776873234757,2969261,2569430,19501,86.53,112.59545664324907,1394526,1171074,51805,83.98,41.223047968342826,9449179,7959749,102030,84.24,99.1717338037832,714706,647925,5027,90.66,134.38293216630197,5785744,5240396,28530,90.57,133.99600420609883
103,2011-08,2193126,1932091,13260,88.1,117.25339366515837,473628,437041,3435,92.28,139.1542940320233,7658026,6603003,45552,86.22,125.5168818054092,9713087,8590193,65237,88.44,131.22297162653095,967417,734940,37670,75.97,37.45309264666844,676401,542977,28700,80.27,43.34651567944251,1071044,976286,8207,91.15,126.81601072255391,792191,688218,5908,86.88,122.40910629654705,2777796,2427910,18276,87.4,112.88701028671481,1401797,1140880,52781,81.39,40.231655330516666,9032844,7410355,99228,82.04,96.82179425162252,681393,602557,4842,88.43,129.45435770342834,5627182,5012380,28180,89.07,131.84900638750887
104,2011-09,1967684,1658962,11806,84.31,112.1052007453837,362831,326851,2652,90.08,135.64819004524887,7283834,5987382,43411,82.2,121.57084609891503,8754410,7390589,59226,84.42,126.75715057576065,931490,695650,36135,74.68,37.605147364051476,597159,480823,25771,80.52,43.79046214737495,964647,847144,7510,87.82,122.2486018641811,708055,605887,5410,85.57,117.86802218114603,2528006,2037525,16940,80.6,103.85035419126328,1224224,991232,46857,80.97,40.30238811703694,8361498,6555140,92514,78.4,94.59234278055213,588914,489436,4469,83.11,121.20317744461849,4757445,4145094,24571,87.13,129.08347238614627
105,2011-10,1980578,1632096,11894,82.41,107.69278627879604,411854,373995,3030,90.81,136.97392739273928,7375166,6290268,44337,85.29,126.25881318086473,9009033,7726902,61212,85.77,130.48665294386723,963649,748732,37279,77.7,39.08554414013251,625604,515589,27170,82.41,44.755612808244386,946860,843742,7375,89.11,124.43769491525424,717560,617917,5527,86.11,117.93993124660756,2589461,2179241,17411,84.16,109.40353799322267,1260206,1025284,47918,81.36,40.26211444551108,8787557,7160845,96618,81.49,98.5558177565257,619914,550250,4717,88.76,129.35849056603774,4894523,4287064,25040,87.59,130.5823482428115
106,2011-11,1889756,1634132,11193,86.47,113.87161618868936,452058,405368,3275,89.67,135.7993893129771,6948355,5898943,41353,84.9,126.65828355862936,8521964,7257723,58129,85.16,129.62103253109464,928555,705867,35319,76.02,38.101616693564374,581069,472027,25275,81.23,43.91454005934718,905401,806815,6963,89.11,124.73876202786155,729565,632691,5433,86.72,120.81722805080067,2598967,2181530,17636,83.94,109.33074393286459,1189062,975005,44784,82.0,40.48235977134691,8200277,6722204,90947,81.98,99.73878192793605,645133,555793,4757,86.15,126.92095858734497,4484418,3874019,22893,86.39,128.98510461713187
107,2011-12,1958881,1709330,11446,87.26,114.62432290756597,565544,501993,3927,88.76,135.88846447669977,7267108,5920130,42745,81.46,122.05401801380279,8593745,7063516,57426,82.19,124.7977571135026,968800,712973,36157,73.59,36.544265287496195,571351,450080,25264,78.77,42.557275174160864,938392,817013,7103,87.07,121.59538223285935,767235,662145,5686,86.3,120.98645796693633,2811743,2281081,18908,81.13,106.16358155278189,1264127,1004029,47379,79.42,39.09949555710336,8459860,6735640,93852,79.62,96.56323786387078,699118,578351,5093,82.73,122.73493029648537,4900924,4183599,23895,85.36,127.52969240426867
108,2012-01,1909650,1593394,11017,83.44,107.78832713079785,527084,472627,3628,89.67,137.68577728776185,7250445,5681097,43139,78.36,115.84132687359465,8217035,6534000,55239,79.52,118.47924473650863,966453,662294,36064,68.53,34.10154170363798,1412986,1036022,56932,73.32,35.810106794070116,850500,699912,6443,82.29,114.93124320968494,747447,646012,5908,86.43,115.71784021665539,2604143,2110025,17842,81.03,104.45275193363973,1267467,956597,47613,75.47,37.18900300338143,8069338,6098636,90085,75.58,90.69171338180607,688292,573260,4913,83.29,123.75982088337065,8198400,6651569,41370,81.13,120.47592458303119
109,2012-02,1837114,1547996,10753,84.26,109.91816237329117,527232,477248,3611,90.52,138.64331210191082,6935533,5438515,41446,78.42,117.44950055493895,7801098,6353667,52037,81.45,124.17983357995273,906459,648073,35560,71.5,35.50506186726659,1342629,1015818,54373,75.66,39.02311809169993,777147,659356,5948,84.84,118.21200403496974,690141,591678,5652,85.73,115.51539278131635,2519414,2056517,17349,81.63,105.53524698829904,1198765,922625,45666,76.96,38.240550956948276,7830030,5958452,86419,76.1,93.15504692255175,677089,585042,4776,86.41,130.5251256281407,8089532,6483060,40632,80.14,121.06915731443198
110,2012-03,2043057,1815067,12020,88.84,115.89267886855241,757836,700550,5107,92.44,142.59761112198942,7631878,6449823,45567,84.51,127.28099282375403,9181519,8084268,60472,88.05,136.05686929488027,973416,751158,38099,77.17,38.048951416047665,1506990,1218551,60655,80.86,41.488203775451325,886583,775778,6762,87.5,120.6486246672582,773679,672764,6230,86.96,115.59357945425361,2861072,2492441,19707,87.12,112.61962754351245,1366433,1103832,52556,80.78,40.18100692594566,9092279,7456229,98151,82.01,99.29389410194496,832411,727330,5806,87.38,132.24784705477092,9379147,7969524,46149,84.97,128.97531907516955
111,2012-04,2017431,1761173,11899,87.3,112.79527691402639,628871,562736,4269,89.48,139.69758725696886,7164367,6101035,42425,85.16,127.46856806128461,8804559,7672028,59461,87.14,134.0073661727855,978834,749361,39481,76.56,37.462045034320305,1459428,1171346,59072,80.26,40.98085387323944,824554,723750,6263,87.77,121.31215072648891,720328,623291,6083,86.53,108.9746835443038,2802979,2395093,19135,85.45,110.8709694277502,1269739,1047333,49695,82.48,40.681637991749675,8905826,7110856,96061,79.84,97.55307564984749,812875,690924,5649,85.0,128.63993627190652,9031642,7753390,44170,85.85,130.35091691193117
112,2012-05,2172447,1885045,12610,86.77,112.8816019032514,525268,468615,3677,89.21,140.00788686429155,7588588,6511064,45084,85.8,128.87303699760446,9038592,7849846,61301,86.85,133.5135152770754,1005127,796927,40589,79.29,38.92719702382419,1451556,1200665,60742,82.72,41.959714859569985,892977,812180,6788,90.95,126.55583382439599,755418,664510,6274,87.97,113.62703219636596,2743769,2338769,18713,85.24,110.1607973066852,1301750,1094588,50227,84.09,41.40452346347582,9140381,7420748,98499,81.19,98.99172580432288,796135,677749,5637,85.13,129.750753947135,9253161,8003513,45115,86.49,130.97564003103182
113,2012-06,2307747,2027915,13278,87.87,116.15258322036452,575378,527213,4039,91.63,144.70710571923743,7315190,6520013,43178,89.13,133.47802121450738,9625609,8587095,63297,89.21,137.94649035499313,996395,812510,40162,81.54,39.711045266669984,1543387,1288793,64700,83.5,42.1731684698609,940024,879668,6961,93.58,131.501221088924,853218,754674,6487,88.45,116.37783258825343,2858743,2463350,19079,86.17,112.063315687405,1355912,1149262,52273,84.76,41.93797945402024,9363248,7857612,98232,83.92,102.79497516084372,802600,698773,5801,87.06,133.13566626443716,9831260,8614201,46479,87.62,133.076851911616
114,2012-07,2415462,2138659,13816,88.54,117.98197741748697,665996,620413,4485,93.16,148.74448160535118,7628634,6757687,44515,88.58,131.70369538357858,10095748,9045048,65771,89.59,137.91949339374497,1012119,803527,40605,79.39,38.604925501785495,1548964,1272360,65966,82.14,41.28293363247734,980715,921077,7256,93.92,132.87114112458656,952929,821855,6783,86.25,119.11042311661507,3108904,2715510,20719,87.35,113.34026738742217,1439149,1221399,54716,84.87,41.9599751443819,9776175,8213921,101860,84.02,102.49407029255842,858279,768410,6179,89.53,136.94999190807573,10016298,8857074,47403,88.43,133.45324135603232
115,2012-08,2381048,2114901,13655,88.82,118.83998535335041,568461,515283,3755,90.65,145.71078561917443,7487252,6546034,44018,87.43,128.8185060657004,9985505,8887589,66746,89.0,135.115976987385,1027767,793725,41550,77.23,37.70043321299639,1584825,1273290,67134,80.34,40.47129621354306,953784,889906,7085,93.3,131.95384615384614,937392,814651,6653,86.91,120.01187434240192,3098097,2715815,20693,87.66,113.57531532402261,1439008,1223195,55087,85.0,42.304736144643925,9292593,7830148,97814,84.26,103.34324329850533,857051,749381,6218,87.44,132.4078481826954,9893584,8769540,47361,88.64,132.6981693798695
116,2012-09,2093965,1764585,11941,84.27,112.99815760824052,446993,379240,2889,84.84,139.41433021806853,6863371,5561085,40677,81.03,121.14556137374929,8890172,7269093,61144,81.77,125.13752780321863,950685,711240,38705,74.81,36.7841622529389,1410102,1112375,60158,78.89,40.22535656105589,831959,745357,6306,89.59,126.73437995559784,876745,740857,6049,84.5,113.72722764093238,2708545,2140785,18152,79.04,102.62593653591891,1282295,1051576,49649,82.01,41.38496243630284,8520944,6601592,89679,77.47,97.08963079427737,788231,656040,5631,83.23,128.53969099627065,8588093,7051468,42756,82.11,122.86722331368696
117,2012-10,2092208,1782880,11947,85.22,112.11952791495773,502951,443381,3283,88.16,144.88912579957355,6981432,5903653,42071,84.56,126.15226640678853,9032458,7797540,62824,86.33,133.15993887686236,986210,760687,40285,77.13,37.768698026560756,1497486,1213578,62895,81.04,41.28752683043167,858663,781898,6559,91.06,129.08705595365146,899435,776746,6287,86.36,116.59026562748528,2577079,2195540,17302,85.19,111.07496243208878,1343533,1122881,51337,83.58,42.19040847731655,8967408,7239910,94449,80.74,101.54096920030916,794502,701844,5642,88.34,133.94930875576037,8558764,7348367,42550,85.86,129.51666274970623
118,2012-11,2117331,1825783,11723,86.23,115.225880747249,580420,497636,3705,85.74,141.48798920377868,6988686,5821209,41689,83.29,125.15927462879897,8710857,7363061,60032,84.53,131.35795908848615,928456,698731,37047,75.26,37.2836127081815,1445269,1150393,59960,79.6,40.88255503669113,823067,736278,6194,89.46,127.34920891185018,841439,728870,6063,86.62,117.63021606465446,2761615,2285079,18630,82.74,108.8577026301664,1290261,1068555,48636,82.82,41.88210379143022,8588630,6880189,89816,80.11,102.02119889551973,862849,727055,5850,84.26,129.38717948717948,8249673,6911664,40882,83.78,127.31126167995694
119,2012-12,2191646,1887811,11997,86.14,115.41968825539718,660643,567979,4041,85.97,142.72630536995794,7402304,6058139,44037,81.84,122.10861321161751,8632368,7144308,57389,82.76,127.69018453013643,920332,689836,35789,74.96,37.06596999077929,1420309,1117795,58692,78.7,40.35781707898862,841976,750225,6304,89.1,126.88055203045685,863792,749723,6117,86.79,119.93853196011116,2951992,2405548,19862,81.49,106.9628436209848,1325885,1073182,50780,80.94,40.62518708152816,8836776,6901860,91382,78.1,98.92123175242389,915051,775955,6074,84.8,130.57474481396113,8686504,7245573,41814,83.41,125.47816520782513
120,2013-01,2187479,1815782,11985,83.01,109.86574885273258,591264,513857,3566,86.91,144.37464946719012,7297779,5850422,44107,80.17,117.79527059196953,8323474,6708141,57081,80.59,121.67702037455545,942708,652016,36807,69.16,34.14220121172603,1401481,1033776,56950,73.76,37.87724319578578,748400,659181,5775,88.08,125.1352380952381,827559,713907,6039,86.27,117.59380692167578,2826313,2326747,19292,82.32,105.79634045200083,1311116,1028067,50697,78.41,39.030849951673666,8433283,6154522,88715,72.98,90.71154821619794,895214,753605,5957,84.18,128.76833976833976,8111328,6684510,40335,82.41,122.82377587702987
121,2013-02,1973322,1672430,10869,84.75,113.0035881865857,613762,550502,3587,89.69,150.93755227209368,6599349,5366207,40076,81.31,120.3315201117876,7659052,6316804,52443,82.48,126.8145605705242,825470,597359,32100,72.37,35.80289719626168,1292716,983569,52555,76.09,39.01575492341357,653127,569580,5181,87.21,124.26693688477128,773946,662373,5440,85.58,124.28069852941177,2507701,2091067,17126,83.39,108.1269998832185,1198141,965500,46790,80.58,40.30014960461637,7874120,5982428,81589,75.98,96.72856635085613,842176,704324,5679,83.63,128.59288607149145,7442798,6200365,37435,83.31,125.17940430078804
122,2013-03,2309938,2034945,12662,88.1,118.53656610330121,882378,811221,5162,91.94,153.52285935683844,7448475,6367153,45332,85.48,125.14698226418425,9535443,8296549,63624,87.01,135.09079906953352,932374,707100,36093,75.84,37.17011608899232,1607999,1279421,64192,79.57,40.61521684945164,724692,655330,5838,90.43,128.4131551901336,865353,768426,6054,88.8,127.14717542120911,3064366,2680076,20748,87.46,113.20392326971275,1424987,1177293,54655,82.62,41.44488152959473,9766781,8003743,98145,81.95,104.417453767385,986190,875867,6676,88.81,136.24535650089874,8900361,7728740,43624,86.84,130.76508344030808
123,2013-04,2254218,1952612,12562,86.62,115.28928514567744,677984,601102,3987,88.66,148.66992726360672,7050099,6018419,43469,85.37,123.05891554901194,9115298,7708816,62354,84.57,130.37335215062384,913155,682917,35356,74.79,37.04171852019459,1587839,1254012,62822,78.98,40.52927318455318,720623,630755,5827,87.53,124.24678222069676,794982,696246,5840,87.58,118.69126712328767,2963227,2482815,19937,83.79,108.49887144505192,1355136,1109122,51850,81.85,41.00106075216972,9608586,7462522,96712,77.67,99.70914674497477,967309,812496,6547,84.0,129.01817626393768,8570898,7305136,41144,85.23,127.92212716313436
124,2013-05,2337486,2015684,13061,86.23,116.0939438021591,645408,575276,3946,89.13,149.04409528636594,7360003,6367838,45433,86.52,124.6121321506394,9287717,7999983,64207,86.14,132.72250689177193,966639,748713,37517,77.46,38.45787243116454,1611768,1314710,63623,81.57,41.87454222529588,815831,751284,6562,92.09,131.33831149039926,846607,751050,6056,88.71,123.4108322324967,2975791,2539980,20232,85.35,108.97973507315145,1406624,1176089,53348,83.61,42.2321923970908,9787247,8016196,98584,81.9,105.03401160431713,1022441,891481,6846,87.19,134.5163599182004,8984397,7795617,42916,86.77,130.9231056016404
125,2013-06,2500273,2179362,13988,87.16,117.22748069774092,758817,687428,4599,90.59,152.38008262665798,7334295,6543687,44895,89.22,128.44439247132198,9819064,8637589,66266,87.97,135.1496846044729,930592,753733,36253,81.0,39.93854301712962,1615515,1347609,64373,83.42,42.43406397091948,820734,776010,6553,94.55,135.44162978788341,921591,830562,6323,90.12,124.25446781591017,3062748,2636562,20587,86.08,109.18647690289988,1420515,1196468,53394,84.23,42.42182642244447,9938454,8436597,96921,84.89,108.34841778355567,1004160,894117,6732,89.04,136.4811348781937,9416300,8372975,43326,88.92,134.67763006047178
126,2013-07,2624464,2326107,14730,88.63,119.61154107264088,795698,737235,4812,92.65,155.49522028262678,7630531,6779423,46654,88.85,126.56824709564025,10459715,9170355,69227,87.67,134.1383564216274,981759,767088,38319,78.13,38.53406926068008,1660011,1346132,65688,81.09,40.30367799293631,859115,815592,6796,94.93,135.822984108299,979986,869088,6661,88.68,126.1213031076415,3275188,2878579,22027,87.89,110.86502928224452,1464444,1217598,54924,83.14,41.53169834680649,10255768,8596130,99794,83.82,105.38388079443654,1083253,1000279,7163,92.34,142.56819768253524,9676344,8560389,44467,88.47,132.67866057975579
127,2013-08,2590204,2274683,14505,87.82,119.92381937263012,590307,542315,3618,91.87,154.92426755113323,7628508,6589749,46595,86.38,122.71687949350789,10364131,9026730,69479,87.1,132.21818103311793,961893,739046,37907,76.83,38.00548711319809,1645969,1321198,65480,80.27,40.319990836896764,864280,814067,6860,94.19,136.03804664723032,951143,848406,6469,89.2,128.63966609986088,3270717,2848276,21999,87.08,110.21082776489841,1469316,1225569,54824,83.41,41.91259302495258,9734527,7931239,96283,81.48,103.12107017853619,1075221,985791,7120,91.68,142.85828651685392,9595742,8515374,44455,88.74,132.7653807220785
128,2013-09,2217972,1834241,12632,82.7,112.7391545281824,429301,369552,2659,86.08,147.16509966152688,6932514,5586560,42986,80.58,116.41525147722514,8965827,7386712,62388,82.39,125.92341475924857,883960,656397,34777,74.26,37.321103027863245,1548398,1214777,60962,78.45,39.77157901643647,805641,740156,6467,91.87,133.28776867171794,847857,724931,5852,85.5,117.9647983595352,2702374,2168988,18590,80.26,100.57407208176438,1331935,1075331,49383,80.73,40.709474920519206,8957269,6907710,89563,77.12,99.31409175664058,1033557,878429,6547,84.99,133.3989613563464,8450956,7062933,40645,83.58,125.40814368310986
129,2013-10,2211436,1853523,12639,83.82,112.68565551072078,504517,442773,3133,87.76,149.45004787743378,7273785,6115918,45244,84.08,122.399058438688,9354786,7828257,65587,83.68,129.52521078872337,918183,710577,36399,77.39,38.993241572570675,1634226,1310556,63596,80.19,41.44334549342726,796241,740062,6466,92.94,134.61057841014537,847620,742896,5994,87.64,120.8601935268602,2830784,2336209,19380,82.53,104.30959752321981,1374562,1131929,50955,82.35,41.94414679619272,9470883,7530425,94220,79.51,103.6391530460624,1066779,931674,6716,87.34,137.01980345443715,8925602,7534295,43239,84.41,127.77106316057264
130,2013-11,2241623,1834521,12299,81.84,111.04252378242134,623617,526746,3841,84.47,141.88076021869304,6970610,5615301,42619,80.56,118.2469555831906,8790595,7048664,61500,80.18,124.57585365853659,827884,619198,32796,74.79,37.772990608610804,1515936,1193949,58369,78.76,40.692645068443866,779279,713930,6252,91.61,132.930742162508,848714,698944,5842,82.35,116.5258473125642,2889133,2261232,19570,78.27,100.67240674501788,1289514,1037316,47344,80.44,40.927319195674215,9091849,7155909,89241,78.71,104.01704373550274,1085363,914374,6797,84.25,132.9267323819332,8459453,6957383,40550,82.24,126.33598027127003
131,2013-12,2293100,2016329,12527,87.93,119.83276123573083,762567,642026,4631,84.19,142.13906283740013,7237252,6141818,42876,84.86,125.4618901016886,9030569,7795266,60717,86.32,133.2312531910338,814069,645510,31067,79.29,39.82808124376348,1456752,1209975,56256,83.06,42.847145193401595,824401,751133,6456,91.11,133.94919454770755,901878,771357,6093,85.53,120.05990480879699,3146579,2630619,20988,83.6,107.35191538021726,1322908,1120435,48792,84.69,42.85167650434497,9645603,8000917,94221,82.95,108.7705713163732,1125523,993428,6992,88.26,138.58066361556064,8721094,7675428,41074,88.01,134.0286555972148
132,2014-01,2254034,1866286,12277,82.8,111.23629551193288,688612,588756,4098,85.5,143.9006832601269,7248275,5855490,43978,80.78,118.76122151985084,8448707,6946212,56300,82.22,126.3695026642984,773154,568890,30274,73.58,36.81598070951972,1297368,985353,50813,75.95,39.22403715584594,773876,640325,5650,82.74,131.74159292035398,876272,759836,6037,86.71,121.85323836342555,2677481,2224857,18190,83.1,105.79472237493128,1300657,1026534,48463,78.92,39.68920619854322,8742272,6671570,87334,76.31,98.11813268601003,1129949,969043,7038,85.76,133.2003410059676,7881426,6618191,37555,83.97,127.46161629609905
133,2014-02,2053622,1742252,11230,84.84,115.80195903829029,687487,611262,4055,88.91,149.40394574599262,6476787,5354370,39248,82.67,122.72755299633103,7689200,6516165,51726,84.74,132.0178440242818,714913,551526,28297,77.15,38.952998551083155,1223608,964142,48143,78.8,40.756662443138154,654275,583789,5171,89.23,131.72983948946046,783863,662600,5444,84.53,123.34735488611315,2591248,2135371,17576,82.41,105.61874146563495,1177609,964746,43781,81.92,41.76284232886412,8269473,6464325,82012,78.17,102.20965224601278,1033706,902170,6446,87.28,136.18243872168787,7236310,6101749,35274,84.32,129.4367806316267
134,2014-03,2427254,2128155,12907,87.68,121.08228093282715,946564,865310,5507,91.42,154.51970219720357,7511342,6418910,45537,85.46,126.08700617080616,9962170,8762361,67085,87.96,137.71552508012223,823202,642985,33302,78.11,39.58741216743739,1526155,1261208,59630,82.64,42.75631393593829,753935,695781,6027,92.29,134.68873403019745,862841,735264,6086,85.21,122.07147551758133,3096233,2640965,21092,85.3,109.47738479044187,1434923,1209980,52012,84.32,42.88004691225102,10529919,8707146,100338,82.69,109.07197671869082,1174425,1056158,7373,89.93,141.50671368506713,8908513,7749640,42232,86.99,133.6762644440235
135,2014-04,2352219,2037066,12666,86.6,119.4099163113848,724930,644553,4372,88.91,150.84881061299177,7112944,6154306,43630,86.52,126.09225303690121,9586630,8406548,65806,87.69,136.1747864936328,800242,620308,33057,77.52,39.08300813745954,1447156,1184854,56449,81.87,42.564137540080424,764971,684569,5965,89.49,134.15004191114838,836229,702059,5933,83.96,118.6873419855048,3064091,2583426,20713,84.31,108.36633997972288,1342406,1126765,50196,83.94,42.72997848434138,10228611,8349730,98716,81.63,107.01840633737186,1148653,988495,7263,86.06,135.86052595346277,8345026,7269812,39498,87.12,133.26722872044155
136,2014-05,2450477,2108474,13228,86.04,119.26731176292712,670162,600066,4311,89.54,150.84922291811645,7273816,6372577,44916,87.61,128.4009261733013,9862656,8729558,68221,88.51,137.26077014409054,799828,645800,33575,80.74,40.69638123603872,1477262,1248193,57026,84.49,43.80259881457581,914394,842502,7268,92.14,134.2905888827738,922921,789969,6229,85.59,123.04222186546797,3000297,2604084,20791,86.79,109.35606752921937,1355180,1150439,51188,84.89,43.2331405798234,10359057,8668388,100197,83.68,110.05672824535665,1186823,1044490,7612,88.01,138.422753547031,8924348,7830572,42239,87.74,134.39082364639313
